poem_name,poem_meter,poem_content,line_count
سواك الذي ودي لديه مضيع,طويل,"سِواكَ الَّذي وُدّي لَدَيهِ مُضَيَّعٌ
وَغَيرُكَ مَن سَعيِي إِلَيهِ مُخَيَّبُ
وَوَاللَهِ ما آتيكَ إِلّا مَحَبَّةً
وَإِنِّيَ في أَهلِ الفَضيلَةِ أَرغَبُ
أَبُثُّ لَكَ الشُكرَ الَّذي طابَ نَشرُهُ
وَأُطري بِما أُثني عَلَيكَ وَأُطرِبُ
فَما لِيَ أَلقى دونَ بابِكَ جَفوَةً
لِغَيرِكَ تُعزى لا إِلَيكَ وَتُنسَبُ
أُرِدُّ بِرَدِّ البابِ إِن جِئتُ زائِراً
فَيا لَيتَ شِعري أَينَ أَهلٌ وَمَرحَبُ
وَلَستُ بِأَوقاتِ الزِيارَةِ جاهِلاً
وَلا أَنا مِمَّن قُربُهُ يُتَجَنَّبُ
وَقَد ذَكَروا في خادِمِ القَومِ أَنَّهُ
بِما كانَ مِن أَخلاقِهِم يَتَهَذَّبُ
فَهَلّا سَرَت مِنكَ اللَطافَةُ فيهِمُ
وَأَعتَدتَهُم آدابَها فَتَأَدَّبوا
وَتَصعُبُ عِندي حالَةٌ ما أَلِفتُها
عَلى أَنَّ بُعدي عَن جَنابِكَ أَصعَبُ
وَأُمسِكُ نَفسي عَن لِقائِكَ كارِهاً
أُغالِبُ فيكَ الشَوقَ وَالشَوقُ أَغلَبُ
وَأَغضَبُ لِلفَضلِ الَّذي أَنتَ رَبُّهُ
لِأَجلِكَ لا أَنّي لِنَفسِيَ أَغضَبُ
وَآنَفُ إِمّا عِزَّةً مِنكَ نِلتُها
وَإِمّا لِإِذلالٍ بِهِ أَتَعَتَّبُ
وَإِذ كُنتُ لَم أَعتَد لِهاتَيكَ ذِلَّةً
فَحَسبي بِها مِن خَجلَةٍ حينَ أَذهَبُ",13
يموت كما مات العناة معناه,طويل,"يَموتُ كَما ماتَ العُناةُ مُعَنّاهُ
وَما عَلِمَ الواشي بِغامِضِ مَعناهُ
تَوَخّى رِضاكم أَو تَوَقّى جَفاكُمُ
فَماذا تَوَقّاهُ وَماذا تَوَخّاهُ
وَلَم يَشُمِ الشَكوى وَلا سَئِمَ الهَوى
وَلا سامَ ما يَهوى وَلَكِنَّهُم تاهوا",3
نضارة عيش أزهرت واضمحلت,طويل,"نضارةُ عيشٍ أزهرت واضمحلَّت
وأيامُ أنسٍ أقبلت ثمَّ ولَّت
ومنفقةٍ باللهوِ أيامَ عمرِها
سروراً رأت ردني بدمعي بلَّت
فظنَّت عزائي بالملام فأكثرتْ
فلمَّا رأت أن لا عزاءَ أقلَّت
فقد عزيت باللوم والقلب بالجوى
فمل ملَّ قلبي والعواذلُ ملَّت
سقى اللهُ قبراً هلت أمس ترابه
على روح جسمي ليتَ كفِّي شلَّت
غدا سائراً والطرفُ يتبعُ نعشَه
غداة به عيس المنايا استقلَّت
ولمَّا تصدَّى حائلُ الترب دونه
وعينيَ منه لا فؤادي تخلَّت
تلفَّتُّ والأحشاء عن مستقرِّها
لشدَّة ما تنزو من الوجد زلَّت
فما خاذلٌ جاءت بخشفين عنهما
وعنها بفقر البيد ضلاّ وضلَّت
بأكثر منِّي يومَ غابَ تلفُّتاً
ولا أدمعاً فيها الجفونُ استهلَّت",10
سأجمل نفسي عنك فعل مخفف,طويل,"سأجمل نفسي عنك فعل مخفف
وابقي على ودي وشكر لساني
تماطلني في حاجة لو بذلتها
وأكرمتني أكرمت غير مهان
وما أضيع المعروف إلا صنيعة
يؤرخها شكري وفضل بياني",3
إذا بعدت ليلى وشط مزارها,طويل,"إِذا بَعُدَت لَيلى وَشَطَّ مَزارُها
فَلا نارَ إِلّا زَفرَتي وَاِستعارَها
وَمَن لِيَ أَن أُمسي وَأَرضي أَرضها
عِناداً لِواشينا وَداري دارها
وَيا لَيتَ لا جاوَزتُ أَرضاً تَحِلُّها
فَأَحظى بِما يَحظى مِنَ القُربِ جارها
أُشَبِّهُها بِالبَدر وَالغُصنِ تارَةً
وَما هِيَ إِلّا ظَبيَةٌ وَنِفارُها
وَلَو أَنَّ ناراً بِالمُحَصَّبِ أَو قدَت
وَلَيلى بِنَجدٍ قُلتُ هاتيكَ دارُها
وَكَيفَ تَضيقُ النَفسُ مِن خَمرة الهَوى
وَأَنتِ حُمَيّاها وَمِنكِ خِمارُها
أَيا لَيل قَد أَتلَفت نَفسي تَرَفَّقي
عَلى أَنَّ قَتلَ النَفسِ فيكَ اِفتِخارُها
أَلا لا أَراني اللَهُ يا لَيلُ ذا حَشى
يَقِرُّ مِنَ البَلوى عَلَيكِ قَرارها",8
يعيد عطايا سكره عند صحوه,طويل,"يعيدُ عطايا سكرِهِ عندَ صَحوِهِ
ليُعْلم أنّ الجودَ منه على عِلْمِ
ويسلمَ في الإنعام من قول قائلٍ
تكرّم لما خامرتْهُ ابنةُ الكرْمِ
فقد حضّهُ سكرُ المدام على النّدى
ولكنّه حضٌّ بريّ من الذمِّ",3
ألا حبذا بين النخيل نزول,طويل,"أَلا حبّذا بينَ النخيلِ نزولُ
وظلٌّ بأكنافِ العقيق ظليلُ
أَمان لنا يا طيبُ عندك يا ترى
إِليها لنا يوماً يكون وصولُ
نقبّلُ أرضاً مسّها قدمُ الّذي
لَه سُحِبت فوقَ السماء ذيولُ
سَرى راحِلاً للعرشِ في بعض ليلةٍ
وَعادَ لهُ بعدَ القَبول قفولُ
نبيُّ جميعِ الأنبياءِ محمّدٌ
نَعَم ولكلّ المرسلين رسولُ
وَكلُّ رسولٍ خصّ قوماً وإنّه
ببعثتِه للعالمين شمولُ
فَما كان بينَ الخلقِ مثلٌ لأحمدٍ
وَليسَ له فيمن يكون مثيلُ
وَكلّ صنوفِ الفضلِ في كلِّ فاضلٍ
بِنسبةِ فضلٍ قد حواه قليلُ
يحيلُ عليهِ المرسلونَ بحشرهم
وليسَ على غير الإله يحيلُ
فَيحملُ أثقالَ الخلائقِ وحدهُ
لَدى ربّه إنّ الكريم حمولُ",10
أبا قاسم ما للحجى عند معدل,طويل,"أبا قاسم ما للحِجى عند معدِلُ
ولا للعُلى إلا عليك مُعَوَّلُ
عَهِدتُك لا يَثنى اعتزامك حادثٌ
مُلمٌّ ولا يحتاجُ صبرَك مُعضِلُ
تأمَّل تصاريفَ الزمانِ فإنَّما
يُكشِّفُ أسرارَ الأمورِ التأمُّلُ
أتبصرُ مَغبوطاً بحالٍ تَسُرُّهُ
إذا كَمُلَت لم تَبتَد تَتَحوَّلُ
نعيشُ كما تَهوى الخطوبُ تقودُنا
مذاهبُ آمالٍ تجورُ وتَعدِلُ
إذا ما تأمَّلنا الخُطوبَ وَكرّها
علينا عَلِمنا أنَّنا نَتَعَلَّلُ
وقَصرُ الَجزوعِ الصَّبرُ لكنَّ كُلمَّا
تقدَّمَ من صَبرِ الفتى فهو أجملُ",7
أبوك حوى العليا وأنت مبرز,طويل,"أبوكَ حوى العُلْيا وأنتَ مُبَرِّزٌ
عَلَيهِ إذا نازَعْتَهُ قَصَبَ المَجْدِ
ولِلخَمْرِ معنىً ليسَ في الكَرْمِ مثلُهُ
وللنّارِ نُورٌ ليسَ يوجَدُ للزَّنْدِ
وخيرٌ منَ القَولِ المُقَدَّمِ فاعتَرِفْ
نتيجَتُهُ والنَّحْلُ يُكْرَمُ للشُّهْدِ",3
أكابد هما لو توزع بعضه,طويل,"أكابدُ هماً لو توزعَ بعضه
على الناس لم يسلم من اليأس واحدُ
وأكتمُ عن قومي وصحبي بوارحي
ويعلم ربي وحده ما أكابد
ارى الذل في الشكوى ودون مذلتي
مصاعب منها ان تذل الفراقد
وهل تنفع الشكوى فتىً احدقت به
عيونُ الدواهي والعيونُ الحواسدُ
لعمركَ ما لبنان بالوطنِ الذي
على أرضه تصفو لمثلي المواردُ
افتش فيه لا أرى غير واجدٍ
علي وما قلبي على الغير واجد
وذنبي أني راسخٌ في مكانتي
وأن قوافي الغوالي خوالدُ
وأني على رغم النميمة واقفٌ
وأن حسودي خاملُ الذكرِ قاعدُ
وأني إذا الظلام القوا حديدهم
تلقته اقلامي وهن مباردُ
تحير دهري في طرادي فلا يرى
منالاً لسهمٍ منه فيمن يطاردُ
تجلدت حتى ادبرَ اليأسُ خائباً
وقد فشلت آفاته والمكايدُ
سأرحلُ عن لبنان يوم منيَّتي
وتبقى له اصنامه والجلامدُ",12
لتحقيق برهان الوجود مطالب,طويل,"لتحقيق برهان الوجود مطالب
محصّلها سبع فَخُذْ كَشْفَ لَبْسِهِ
فأوّلها في العّد إثباتُ زائد
وثانيها إبطال القيام بنفسه
وثالثها في العدّ إثبات نقلة
ورابع إبطال الكمون وعكسِه
وإبطال عدم للقديم وسادس
لزوم مزيد في المحلّ لجنسه
وإبطال تجويز التسلسل سابع
فَزَاحِمْ بحفظ العلم وَاعْنَ بدرسه",5
أيا ابن عمير أنت أول ماجد,طويل,"أَيا ابنَ عُميرٍ أَنتَ أَول ماجِدٍ
خَطَبْتُ اليه وُدَّهُ وهو بَاذِلُ
وخضتُ اليه الجمع لما رأَيتُه
تُشِيرُ اليه بالثناءِ الأَنامِلُ
أَعِنّى على دَهْرٍ كأَنَّ صُروفَهُ
لها دِمنٌ ما تَنْقَضِي وَطَوائِلُ
أَنا الغرضُ المَرميُّ دونَ شُخُوصِهِ
فما تَهتَدي الاَّ اِليَّ الغَوائِلُ
وَهَمٌّ بَراني شَجْوُهُ وَدَخِيلُهُ
فلا دَاؤُهُ محيٍ ولا هو قاتِل
دعوتكَ لا أَرجو سِواكَ وبيننا
رجالٌ لهم عِزٌّ عزيز ونائِلُ
يَوَدُّونَ لو حَمَّلْتَهُمْ ثِقلَ حَاجَةٍ
ولا يَحْمِلُ الأَقوامُ ما أَنتَ حَامِلُ
اذا لم يكن اِلاَّ الجوارُ غنيمةً
فجاور كريماً حَبْلهُ لكَ واصِلُ
اذا أَنتَ تحتَ المُرْهفاتِ دَعَوتَهُ
أَتاكَ ولم تَشْغَلهُ عنكَ الشَّواغِلُ
يَقيكَ من اللحظِ المريبِ وانما
تُصانُ اذا لك تَبْتَذِلْكَ المَبَاذِلُ
وشتانُ مولىً لا يُغِبُّكَ نصره
ومولىً يُمنى نَصْرَهُ وهو خَاذِلُ
أَبا طالبٍ كاثِرْ بها القومَ واعتقدْ
مَضَنّةَ مشفوقٍ بها لا يُبَادِلُ
فَانَّكَ انْ أوجبتَ شُكْرَكَ أَوجَبَتْ
لكَ المكرماتُ خيرَ ما أنا قائِلُ
وسارتْ مسيرَ الشَّمسِ فيكَ قَصَائِدٌ
يُجَدِّدُ ذِكراهَا الضُّحَى والأَصائِلُ",14
عليك بتقوى الله في كل مشهد,طويل,"عَلَيكَ بِتَقوى اللَهِ في كُلِّ مَشهَدٍ
فَلِلَّهِ ما أَذكى نَسيماً وَما أَبقى
إِذا ما رَكِبتَ الحَزمَ مُستَبطِناً لَهُ
سَبَقتَ بِهِ مَن لا تَظِنُّ لَهُ سَبقا
وَحُبِّيَ لِلدُنيا كَحُبِّكَ خالِصٌ
وَفي عُنُقَينا مِن هَوىً جُعِلَت رِبقا
حَذِرنا فَصادَتنا الخُلوبُ كَغَيرِنا
وَأَيُّ غُرابٍ ما أَجادَت لَهُ طَبَقا",4
وليس حراما شتم من كان مفحما,طويل,"وليس حراماً شتْمُ من كان مُفْحماً
على شاعرٍ قد سامهُ الضَّيمَ سائمُ
وما ضعْفُ قِرني إنْ تصدَّي لِقُوَّتي
بمنجِيهِ منّي أو ترنَّ مآتمُ
وفي الله كافٍ إن أُحيلتْ حوائلٌ
ودُسَّتْ مقالات ونمَّتْ نمائمُ
وراصدُ صِدقٍ لا يزالُ بظالم
عقوباتُه أو يَرْعَوي وهْو نادم
ولمْ خُلِقَتْ للناسِ أيدٍ وألسنٌ
إذا هي لم تُمنَعْ بهنَّ المحارم
إذا أُعطيتْ غُلْبُ الأسودِ سلاحَها
وقل قُوىً إنْ رام ضيْمَك رائم
وأدركها ضَيْمٌ فلم تَنْتَصِرْ له
فلم يشكر الله الليوث الضراغم
لَضعْفٌ وإعزارٌ أقَلُّ مضرةً
منَ الأيْدِ أُوتاهُ ولي منه ضائم",8
رثاء والد زوجتي,طويل,"ألا غالَبَتني بالشجونِ مَدَامِعي
فعزّيتُ نفسي بالحنين ومَن مَعي
ولو كانت الدنيا تدوم بفِديَةٍ
لأنفقتُ للأحباب كلَّ بضائعي
ولكنَّ هذا الموتَ لا شكَّ واقعٌ
ومَن فارقَ الدنيا فلَيس بِراجعِ
أبا سامحٍ هل مِن لقاءٍ برؤيةٍ
تُطَمْئِنُ بالرؤيا جُنُوبَ مَضاجعي
إذا غاب جُلُّ الناسِ دَهرًا بِموتِهم
فما هُزَّ بالأجسامِ أيُّ المواضعِ
ولكنَّ بعضَ الناسِ لو غابَ ليلةً
فَتَبكِيهِ عيني بالدماءِ وأضلُعي
فما غابَ إذ غابَ العزيزُ وإنما
تغيبُ مع الأحبابِ طوبَىٰ المجامعِ
يَعِزُّ علينا أن نَشِيعَ جنازةً
لِنِعمَ الكريمِ الباسمِ المتواضعِ
تزاحمَتِ الأيدي افتخارا بحملِهِ
وقد قيل، مَن يشهدْ لهُ الناسُ يُشفَعِ
سلامٌ على روحِ العزيزِ ورحمةٍ
تَقَبَّلْ أيا ربَّاهُ دعوةَ خاشعِ",10
وبتنا فويق الحى لا نحن منهم,طويل,"وَبِتنَا فُوَيقَ الحَىِّ لا نَحَن مِنهُمُ
وَلا نَحنُ بِالأعدَاءِ مُختَلِطانِ
وباتَ يَقينا ساقِطَ الطَّلِّ وَالنَّدَى
مِنَ اللَّيلِ بُردا يَمنَةٍ عَطِرانِ
نَذُوذُ بِذِكرِ اللهِ عَنَّا غَوَى الصِّبا
إِذا كانَ قَلبانا بِنا يَرِدانِ
وَنَصدُرُ عَن رِىِّ العَفافِ ورُبَّما
نَقَعنا غَلِيلَ الحُبِّ بِالرَّشَفَانِ",4
ألم تر ما بيني وبين ابن عامر,طويل,"أَلَم تَرَ ما بَيني وَبينَ ابنِ عامِرٍ
مِنَ الوُدِّ قَد بالَت عَليهِ الثَعالِبُ
وَأَصبَحَ باقي الوُدِّ بَيني وَبينَهُ
كَأَن لَم يَكُن وَالدَهرُ فيهِ العَجائِبُ
إِذا المَرءُ لَم يُحبِبكَ إِلّا تَكَرُّهاً
بَدا لَكَ مِن أَخلاقِهِ ما يُغالِبُ
فَلَلنَأيُ خَيرٌ مِن دُنُوٍّ عَلى الأَذى
وَلا خَيرَ فيما يَستَقِلُّ المَعاتِبُ
فَإِنَّ عِتابي كُلَّ يَومٍ لسَوءةٍ
وَإِنّي لمَتروكٌ إِذا لا أُعاتِبُ
فَدَعهُ وَصَرمُ المَرءِ أَهوَنُ هالِكٍ
وَفي الأَرضِ لِلمَرءِ الجَليدِ مَذاهِبُ",6
